typeID,solarSystemID,radius,itemName
2016,30000094,5110000,Hahyil IX
2015,30000095,2350000,Asilem I
2016,30000095,5820000,Asilem II
2016,30000095,3550000,Asilem III
11,30000095,8210000,Asilem IV
13,30000095,20290000,Asilem V
13,30000095,42180000,Asilem VI
13,30000095,26270000,Asilem VII
2017,30000095,15780000,Asilem VIII
12,30000095,13550000,Asilem IX
2016,30000096,2720000,Mahnagh I
2015,30000096,2250000,Mahnagh II
2016,30000096,3740000,Mahnagh III
2063,30000096,2480000,Mahnagh IV
2015,30000096,2640000,Mahnagh V
2016,30000096,8400000,Mahnagh VI
2014,30000096,12660000,Mahnagh VII
2016,30000096,9550000,Mahnagh VIII
13,30000096,23700000,Mahnagh IX
13,30000096,13190000,Mahnagh X
13,30000096,17680000,Mahnagh XI
2015,30000096,5780000,Mahnagh XII
2015,30000097,2100000,Shach I
11,30000097,4730000,Shach II
11,30000097,6140000,Shach III
2016,30000097,3150000,Shach IV
2017,30000097,11320000,Shach V
2016,30000097,4910000,Shach VI
13,30000097,20370000,Shach VII
13,30000097,12540000,Shach VIII
11,30000097,8060000,Shach IX
2063,30000098,1690000,Kehrara I
2016,30000098,2150000,Kehrara II
2016,30000098,3320000,Kehrara III
2016,30000098,5070000,Kehrara IV
13,30000098,16310000,Kehrara V
13,30000098,25310000,Kehrara VI
13,30000098,46080000,Kehrara VII
2016,30000099,5390000,Arena I
2016,30000099,1940000,Arena II
2017,30000099,9900000,Arena III
13,30000099,35680000,Arena IV
13,30000099,98980000,Arena V
13,30000099,51320000,Arena VI
2016,30000099,10770000,Arena VII
2017,30000099,11120000,Arena VIII
2015,30000100,2840000,Timeor I
2016,30000100,2860000,Timeor II
2016,30000100,2880000,Timeor III
2017,30000100,7820000,Timeor IV
11,30000100,4060000,Timeor V
13,30000100,14070000,Timeor VI
2016,30000100,6910000,Timeor VII
13,30000100,27930000,Timeor VIII
13,30000100,27630000,Timeor IX
13,30000100,39250000,Timeor X
12,30000100,13020000,Timeor XI
12,30000100,10920000,Timeor XII
2063,30000101,2940000,Uhtafal I
13,30000101,14130000,Uhtafal II
13,30000101,120080000,Uhtafal III
12,30000101,45220000,Uhtafal IV
2016,30000101,9880000,Uhtafal V
2016,30000102,3320000,Dysa I
2016,30000102,2920000,Dysa II
2017,30000102,4450000,Dysa III
2016,30000102,5070000,Dysa IV
13,30000102,31290000,Dysa V
13,30000102,14690000,Dysa VI
13,30000102,14910000,Dysa VII
13,30000102,14180000,Dysa VIII
2017,30000103,4900000,Serad I
13,30000103,30140000,Serad II
13,30000103,111460000,Serad III
13,30000103,23930000,Serad IV
13,30000103,43100000,Serad V
2016,30000103,7640000,Serad VI
2015,30000104,1730000,Mahti I
2016,30000104,1950000,Mahti II
2016,30000104,2920000,Mahti III
2015,30000104,3890000,Mahti IV
2017,30000104,6110000,Mahti V
2016,30000104,7450000,Mahti VI
13,30000104,30970000,Mahti VII
13,30000104,21800000,Mahti VIII
13,30000104,32100000,Mahti IX
13,30000104,19980000,Mahti X
13,30000104,35690000,Mahti XI
12,30000104,6100000,Mahti XII
2016,30000104,4720000,Mahti XIII
2016,30000105,1910000,Abha I
2016,30000105,2380000,Abha II
11,30000105,4210000,Abha III
11,30000105,4110000,Abha IV
11,30000105,6030000,Abha V
2015,30000105,4180000,Abha VI
13,30000105,28490000,Abha VII
13,30000105,15210000,Abha VIII
2016,30000105,7080000,Abha IX
2016,30000106,2300000,Shedoo I
2015,30000106,3030000,Shedoo II
2016,30000106,3460000,Shedoo III
2017,30000106,5910000,Shedoo IV
2017,30000106,5400000,Shedoo V
11,30000106,8960000,Shedoo VI
11,30000106,4030000,Shedoo VII
13,30000106,26900000,Shedoo VIII
13,30000106,21870000,Shedoo IX
13,30000106,18710000,Shedoo X
2016,30000106,7760000,Shedoo XI
2015,30000106,3480000,Shedoo XII
2014,30000106,3760000,Shedoo XIII
2063,30000107,1560000,Gamis I
2016,30000107,1900000,Gamis II
2015,30000107,2090000,Gamis III
2014,30000107,4170000,Gamis IV
2016,30000107,1920000,Gamis V
2017,30000107,4230000,Gamis VI
11,30000107,4930000,Gamis VII
11,30000107,8260000,Gamis VIII
11,30000107,5700000,Gamis IX
13,30000107,15870000,Gamis X
2016,30000107,4790000,Gamis XI
2015,30000107,5580000,Gamis XII
13,30000107,13070000,Gamis XIII
2016,30000108,2280000,Nieril I
2015,30000108,3730000,Nieril II
2016,30000108,2170000,Nieril III
11,30000108,4510000,Nieril IV
2017,30000108,14880000,Nieril V
13,30000108,56990000,Nieril VI
12,30000108,20140000,Nieril VII
2016,30000108,5010000,Nieril VIII
2016,30000109,2890000,Berta I
2016,30000109,3990000,Berta II
2016,30000109,7290000,Berta III
11,30000109,11430000,Berta IV
13,30000109,54480000,Berta V
13,30000109,32050000,Berta VI
2015,30000110,2300000,Bekirdod I
2016,30000110,2740000,Bekirdod II
2016,30000110,4350000,Bekirdod III
2017,30000110,4340000,Bekirdod IV
2015,30000110,1920000,Bekirdod V
11,30000110,4930000,Bekirdod VI
13,30000110,14950000,Bekirdod VII
13,30000110,33320000,Bekirdod VIII
13,30000110,28290000,Bekirdod IX
2016,30000111,5520000,Hothomouh I
2017,30000111,5570000,Hothomouh II
2017,30000111,8010000,Hothomouh III
2016,30000111,10280000,Hothomouh IV
11,30000111,7600000,Hothomouh V
13,30000111,39260000,Hothomouh VI
13,30000111,18900000,Hothomouh VII
13,30000111,18940000,Hothomouh VIII
11,30000111,4790000,Hothomouh IX
12,30000111,12580000,Hothomouh X
2016,30000112,2190000,Arnola I
11,30000112,4320000,Arnola II
2016,30000112,4800000,Arnola III
2016,30000112,4110000,Arnola IV
2016,30000112,8770000,Arnola V
11,30000112,5200000,Arnola VI
13,30000112,13220000,Arnola VII
2063,30000113,2910000,Astabih I
2015,30000113,3600000,Astabih II
2017,30000113,6210000,Astabih III
11,30000113,7540000,Astabih IV
13,30000113,15990000,Astabih V
13,30000113,39840000,Astabih VI
11,30000113,6010000,Astabih VII
2016,30000113,10980000,Astabih VIII
2015,30000114,1890000,Ubtes I
2016,30000114,2530000,Ubtes II
2016,30000114,3180000,Ubtes III
13,30000114,4210000,Ubtes IV
2014,30000114,1980000,Ubtes V
2016,30000114,5940000,Ubtes VI
2017,30000114,5870000,Ubtes VII
13,30000114,11600000,Ubtes VIII
13,30000114,22070000,Ubtes IX
2016,30000114,3830000,Ubtes X
13,30000115,30260000,Bimener I
2017,30000115,7430000,Bimener II
13,30000115,107380000,Bimener III
13,30000115,60340000,Bimener IV
2016,30000115,11110000,Bimener V
2016,30000115,6850000,Bimener VI
2015,30000116,2260000,Kenobanala I
2016,30000116,3750000,Kenobanala II
2015,30000116,3810000,Kenobanala III
2014,30000116,2080000,Kenobanala IV
2016,30000116,2420000,Kenobanala V
11,30000116,6200000,Kenobanala VI
11,30000116,7100000,Kenobanala VII
2016,30000116,5300000,Kenobanala VIII
2016,30000116,2890000,Kenobanala IX
2063,30000117,2800000,Khabi I
2016,30000117,2010000,Khabi II
2063,30000117,1730000,Khabi III
2016,30000117,1850000,Khabi IV
2015,30000117,4850000,Khabi V
2017,30000117,5420000,Khabi VI
2014,30000117,3990000,Khabi VII
11,30000117,11990000,Khabi VIII
13,30000117,34830000,Khabi IX
13,30000117,25660000,Khabi X
13,30000117,24840000,Khabi XI
13,30000117,23240000,Khabi XII
2016,30000117,6990000,Khabi XIII
13,30000117,12950000,Khabi XIV
2016,30000118,1990000,Uanzin I
2063,30000118,4660000,Uanzin II
2015,30000118,3770000,Uanzin III
13,30000118,18730000,Uanzin IV
13,30000118,88690000,Uanzin V
2016,30000118,11720000,Uanzin VI
2016,30000118,5700000,Uanzin VII
12,30000118,7430000,Uanzin VIII
2016,30000119,3210000,Itamo I
2015,30000119,3660000,Itamo II
2016,30000119,3650000,Itamo III
11,30000119,5210000,Itamo IV
11,30000119,4620000,Itamo V
13,30000119,22060000,Itamo VI
13,30000119,18780000,Itamo VII
13,30000119,33340000,Itamo VIII
2063,30000120,4980000,Mitsolen I
2016,30000120,4160000,Mitsolen II
2017,30000120,7220000,Mitsolen III
13,30000120,38830000,Mitsolen IV
13,30000120,129340000,Mitsolen V
12,30000120,13820000,Mitsolen VI
12,30000120,14440000,Mitsolen VII
2016,30000120,3320000,Mitsolen VIII
2015,30000121,3560000,Jatate I
2016,30000121,4750000,Jatate II
13,30000121,81140000,Jatate III
13,30000121,120180000,Jatate IV
2016,30000122,1830000,Mahtista I
2016,30000122,3560000,Mahtista II
2016,30000122,2110000,Mahtista III
2014,30000122,6930000,Mahtista IV
2016,30000122,6220000,Mahtista V
11,30000122,10410000,Mahtista VI
13,30000122,20460000,Mahtista VII
13,30000122,14700000,Mahtista VIII
2014,30000122,3980000,Mahtista IX
13,30000122,18190000,Mahtista X
13,30000123,27870000,Vaankalen I
13,30000123,61110000,Vaankalen II
11,30000123,6390000,Vaankalen III
13,30000123,89670000,Vaankalen IV
12,30000123,98350000,Vaankalen V
12,30000123,15280000,Vaankalen VI
2016,30000123,3440000,Vaankalen VII
2016,30000123,2990000,Vaankalen VIII
2015,30000124,1950000,Kylmabe I
2016,30000124,2330000,Kylmabe II
2014,30000124,3400000,Kylmabe III
2063,30000124,2030000,Kylmabe IV
2016,30000124,3960000,Kylmabe V
2015,30000124,12440000,Kylmabe VI
2016,30000124,2880000,Kylmabe VII
11,30000124,5480000,Kylmabe VIII
2017,30000124,7010000,Kylmabe IX
2014,30000124,2630000,Kylmabe X
2016,30000125,3440000,Ahtulaima I
2016,30000125,4770000,Ahtulaima II
2016,30000125,3130000,Ahtulaima III
2063,30000125,8480000,Ahtulaima IV
2016,30000125,2650000,Ahtulaima V
13,30000125,16720000,Ahtulaima VI
2015,30000125,6060000,Ahtulaima VII
13,30000125,72380000,Ahtulaima VIII
2017,30000125,6200000,Ahtulaima IX
2016,30000125,9960000,Ahtulaima X
2016,30000125,5940000,Ahtulaima XI
2015,30000126,2790000,Geras I
2016,30000126,4680000,Geras II
2016,30000126,2590000,Geras III
2016,30000126,4540000,Geras IV
11,30000126,5870000,Geras V
13,30000126,41340000,Geras VI
2016,30000126,8990000,Geras VII
2016,30000126,9280000,Geras VIII
13,30000126,40330000,Geras IX
12,30000126,16270000,Geras X
2014,30000126,3100000,Geras XI
2016,30000127,1710000,Sirseshin I
2015,30000127,2090000,Sirseshin II
2016,30000127,3890000,Sirseshin III
11,30000127,5620000,Sirseshin IV
11,30000127,6470000,Sirseshin V
2016,30000127,5450000,Sirseshin VI
11,30000127,9810000,Sirseshin VII
13,30000127,17250000,Sirseshin VIII
2016,30000127,4740000,Sirseshin IX
2016,30000128,2600000,Tuuriainas I
2015,30000128,4830000,Tuuriainas II
2063,30000128,3590000,Tuuriainas III
11,30000128,6930000,Tuuriainas IV
2015,30000129,1910000,Unpas I
2016,30000129,1810000,Unpas II
2016,30000129,2860000,Unpas III
2017,30000129,4870000,Unpas IV
2016,30000129,3350000,Unpas V
13,30000129,33750000,Unpas VI
2017,30000129,15930000,Unpas VII
13,30000129,28910000,Unpas VIII
13,30000129,17480000,Unpas IX
13,30000129,13420000,Unpas X
2016,30000130,1720000,Shihuken I
2016,30000130,3770000,Shihuken II
2063,30000130,2180000,Shihuken III
2015,30000130,4980000,Shihuken IV
11,30000130,6310000,Shihuken V
2016,30000130,7560000,Shihuken VI
13,30000130,33370000,Shihuken VII
2016,30000130,5300000,Shihuken VIII
2016,30000131,4570000,Nomaa I
2016,30000131,2670000,Nomaa II
13,30000131,16070000,Nomaa III
13,30000131,18270000,Nomaa IV
2016,30000131,12250000,Nomaa V
13,30000131,38280000,Nomaa VI
2016,30000131,10250000,Nomaa VII
2016,30000132,3820000,Ansila I
2016,30000132,2610000,Ansila II
2016,30000132,4160000,Ansila III
11,30000132,4900000,Ansila IV
2016,30000132,4270000,Ansila V
13,30000132,16200000,Ansila VI
13,30000132,25650000,Ansila VII
13,30000132,28830000,Ansila VIII
12,30000132,11600000,Ansila IX
2016,30000132,8950000,Ansila X
2063,30000133,2750000,Hirtamon I
2016,30000133,4020000,Hirtamon II
2017,30000133,4670000,Hirtamon III
11,30000133,9010000,Hirtamon IV
2014,30000133,3440000,Hirtamon V
13,30000133,49520000,Hirtamon VI
13,30000133,30340000,Hirtamon VII
13,30000133,13820000,Hirtamon VIII
2016,30000134,7330000,Hykkota I
2017,30000134,4850000,Hykkota II
13,30000134,56470000,Hykkota III
13,30000134,53210000,Hykkota IV
13,30000134,100110000,Hykkota V
12,30000134,19810000,Hykkota VI
2063,30000135,1850000,Outuni I
2016,30000135,2110000,Outuni II
2016,30000135,4200000,Outuni III
2015,30000135,6360000,Outuni IV
2017,30000135,7520000,Outuni V
11,30000135,8270000,Outuni VI
13,30000135,27840000,Outuni VII
2014,30000135,5620000,Outuni VIII
13,30000135,26820000,Outuni IX
13,30000135,29150000,Outuni X
13,30000135,12900000,Outuni XI
13,30000135,22740000,Outuni XII
2016,30000136,5030000,Ohmahailen I
2063,30000136,3440000,Ohmahailen II
11,30000136,11650000,Ohmahailen III
13,30000136,61390000,Ohmahailen IV
13,30000136,91490000,Ohmahailen V
11,30000136,4170000,Ohmahailen VI
12,30000136,17260000,Ohmahailen VII
12,30000136,12750000,Ohmahailen VIII
2015,30000137,1770000,Eskunen I
2016,30000137,3320000,Eskunen II
2016,30000137,3730000,Eskunen III
2016,30000137,4310000,Eskunen IV
11,30000137,7330000,Eskunen V
2015,30000137,7590000,Eskunen VI
13,30000137,18140000,Eskunen VII
11,30000137,10060000,Eskunen VIII
2016,30000137,2250000,Eskunen IX
13,30000137,41580000,Eskunen X
12,30000137,8020000,Eskunen XI
2015,30000138,2010000,Ikuchi I
2015,30000138,3450000,Ikuchi II
11,30000138,6790000,Ikuchi III
2016,30000138,12090000,Ikuchi IV
2017,30000138,11800000,Ikuchi V
13,30000138,29160000,Ikuchi VI
2015,30000139,2430000,Urlen I
2016,30000139,3600000,Urlen II
2017,30000139,5270000,Urlen III
2016,30000139,3380000,Urlen IV
11,30000139,5690000,Urlen V
2015,30000139,6400000,Urlen VI
13,30000139,19390000,Urlen VII
2016,30000139,9190000,Urlen VIII
2017,30000139,7650000,Urlen IX
2063,30000140,2510000,Maurasi I
2015,30000140,4350000,Maurasi II
2016,30000140,3370000,Maurasi III
2016,30000140,5280000,Maurasi IV
2017,30000140,5640000,Maurasi V
13,30000140,17980000,Maurasi VI
2017,30000140,4870000,Maurasi VII
13,30000140,55190000,Maurasi VIII
13,30000140,49810000,Maurasi IX
13,30000140,29880000,Maurasi X
13,30000140,27020000,Maurasi XI
12,30000140,6170000,Maurasi XII
2015,30000141,2080000,Kisogo I
2063,30000141,2160000,Kisogo II
2015,30000141,6250000,Kisogo III
2015,30000141,9490000,Kisogo IV
2017,30000141,6820000,Kisogo V
2017,30000141,16650000,Kisogo VI
2015,30000141,3750000,Kisogo VII
11,30000141,9290000,Kisogo VIII
11,30000141,5450000,Kisogo IX
2016,30000142,2060000,Jita I
2016,30000142,2660000,Jita II
11,30000142,4810000,Jita III
13,30000142,18890000,Jita IV
13,30000142,57970000,Jita V
2015,30000142,2830000,Jita VI
12,30000142,7480000,Jita VII
2016,30000142,5110000,Jita VIII
2016,30000143,2580000,Niyabainen I
2016,30000143,4580000,Niyabainen II
11,30000143,4110000,Niyabainen III
2016,30000143,6770000,Niyabainen IV
2017,30000143,19050000,Niyabainen V
13,30000143,48530000,Niyabainen VI
13,30000143,21930000,Niyabainen VII
13,30000143,37460000,Niyabainen VIII
13,30000143,23860000,Niyabainen IX
2016,30000144,2840000,Perimeter I
2016,30000144,4150000,Perimeter II
2016,30000144,3190000,Perimeter III
11,30000144,4170000,Perimeter IV
11,30000144,5900000,Perimeter V
11,30000144,8370000,Perimeter VI
11,30000144,10560000,Perimeter VII
11,30000144,8660000,Perimeter VIII
2016,30000144,2660000,Perimeter IX
13,30000144,12080000,Perimeter X
2014,30000145,2980000,New Caldari I (Matigu)
11,30000145,4350000,New Caldari II (Matias)
2016,30000145,5490000,New Caldari III (Orieku)
11,30000145,13500000,New Caldari Prime
11,30000145,6010000,New Caldari V (Oniteseru)
2016,30000146,2250000,Saisio I
2063,30000146,3140000,Saisio II
11,30000146,4180000,Saisio III
2016,30000146,12700000,Saisio IV
11,30000146,8330000,Saisio V
2016,30000146,8480000,Saisio VI
13,30000146,22710000,Saisio VII
13,30000146,24040000,Saisio VIII
13,30000146,15290000,Saisio IX
2015,30000147,10060000,Abagawa I
2015,30000147,4100000,Abagawa II
2016,30000147,3580000,Abagawa III
11,30000147,10710000,Abagawa IV
13,30000147,14930000,Abagawa V
2017,30000147,15460000,Abagawa VI
13,30000147,29520000,Abagawa VII
13,30000147,17000000,Abagawa VIII
12,30000147,12790000,Abagawa IX
2016,30000148,10440000,Jakanerva I
2017,30000148,15130004,Jakanerva II
13,30000148,58460000,Jakanerva III
13,30000148,39530000,Jakanerva IV
12,30000148,44450000,Jakanerva V
2016,30000148,9800000,Jakanerva VI
2016,30000148,2520000,Jakanerva VII
2016,30000149,2700000,Gekutami I
2015,30000149,4790000,Gekutami II
11,30000149,7250000,Gekutami III
2017,30000149,8000000,Gekutami IV
13,30000149,15050000,Gekutami V
2017,30000149,17570000,Gekutami VI
13,30000149,16610000,Gekutami VII
12,30000149,19360000,Gekutami VIII
2017,30000150,6870000,Hurtoken I
2063,30000150,6610000,Hurtoken II
2014,30000150,4910000,Hurtoken III
13,30000150,93530000,Hurtoken IV
2016,30000150,8780000,Hurtoken V
13,30000150,64110000,Hurtoken VI
12,30000150,14210000,Hurtoken VII
2015,30000151,1740000,Uoyonen I
2016,30000151,2670000,Uoyonen II
2016,30000151,3610000,Uoyonen III
11,30000151,5730000,Uoyonen IV
2017,30000151,10630000,Uoyonen V
2017,30000151,12960000,Uoyonen VI
2014,30000151,7620000,Uoyonen VII
2014,30000151,10330000,Uoyonen VIII
2016,30000151,12650000,Uoyonen IX
13,30000151,13830000,Uoyonen X
2016,30000152,2390000,Hampinen I
2016,30000152,3620000,Hampinen II
2016,30000152,6590000,Hampinen III
11,30000152,7750000,Hampinen IV
2014,30000152,8990000,Hampinen V
2016,30000152,7590000,Hampinen VI
13,30000152,26890000,Hampinen VII
11,30000152,9970000,Hampinen VIII
13,30000153,17030000,Poinen I
13,30000153,39490000,Poinen II
13,30000153,49770000,Poinen III
13,30000153,23560000,Poinen IV
13,30000153,80760000,Poinen V
12,30000153,17180000,Poinen VI
2017,30000153,11020000,Poinen VII
2016,30000153,5810000,Poinen VIII
2016,30000154,2170000,Liekuri I
2016,30000154,3400000,Liekuri II
2016,30000154,3950000,Liekuri III
2017,30000154,3910000,Liekuri IV
13,30000154,15670000,Liekuri V
13,30000154,26360000,Liekuri VI
13,30000154,49240000,Liekuri VII
2015,30000155,1710000,Obanen I
2016,30000155,1970000,Obanen II
2015,30000155,2490000,Obanen III
2017,30000155,4510000,Obanen IV
2016,30000155,5250000,Obanen V
2017,30000155,6740000,Obanen VI
13,30000155,34980000,Obanen VII
13,30000155,20120000,Obanen VIII
13,30000155,16130000,Obanen IX
2016,30000156,2060000,Josameto I
2016,30000156,2450000,Josameto II
2016,30000156,2930000,Josameto III
2017,30000156,6020000,Josameto IV
2016,30000156,2070000,Josameto V
13,30000156,14540000,Josameto VI
2016,30000156,5190000,Josameto VII
2016,30000156,11490000,Josameto VIII
13,30000156,14450000,Josameto IX
2015,30000157,4600000,Otela I
13,30000157,15380000,Otela II
13,30000157,34120000,Otela III
13,30000157,34040000,Otela IV
13,30000157,77140000,Otela V
13,30000157,77610000,Otela VI
2016,30000158,4540000,Olo I
13,30000158,15970000,Olo II
13,30000158,13040000,Olo III
13,30000158,12730000,Olo IV
2017,30000159,4220000,Ikami I
2016,30000159,4930000,Ikami II
2015,30000159,1950000,Ikami III
11,30000159,7180000,Ikami IV
2016,30000159,5860000,Ikami V
13,30000159,24400000,Ikami VI
11,30000159,6770000,Ikami VII
13,30000159,45510000,Ikami VIII
13,30000159,55830000,Ikami IX
2016,30000159,3760000,Ikami X
13,30000159,18880000,Ikami XI
2016,30000160,2750000,Reisen I
2016,30000160,3790000,Reisen II
11,30000160,6700000,Reisen III
13,30000160,17600000,Reisen IV
13,30000160,73160000,Reisen V
13,30000160,36460000,Reisen VI
